Trial ID,Preplanner,Replanner,Connectivity,Scenario,Data Processing,Constellation,Date,in_abridged,in_full,calculateDual
278,None,Greedy,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-11-10,False,True,False
279,None,Greedy,Intraconstellation,Comprehensive,Ground,Walker-Delta,2019-05-15,False,True,False
280,None,Greedy,Intraconstellation,Comprehensive,Ground,Walker-Delta,2019-08-10,False,True,False
281,None,Greedy,Intraconstellation,Comprehensive,Ground,Walker-Delta,2019-11-10,False,True,False
282,None,Greedy,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-05-15,False,True,False
283,None,Greedy,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-08-10,False,True,False
284,None,Greedy,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-11-10,False,True,False
285,None,Greedy,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-05-15,False,True,True
286,None,Greedy,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-08-10,False,True,True
287,None,Greedy,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-11-10,False,True,True
